figurative_type,uuid,phrase,category
idiom,71882646689369399948130953950401053460279389577020281848244301021720943538900,pump iron,Figurative+Literal
simile,50280780293100235221410666257382743861622160938968825683582464935855568280694,as big as a mountain,Partial Literal
idiom,25737825801859008952967370912666687751286669108383482036619912554992071859380,high and dry,None
idiom,59816599453359228843946785796418279082875687376445136951453102593387234930955,hold your tongue,Figurative
idiom,107609481124966759536769196209540535977443969633148824802451540190839805454038,left and right,None
idiom,22177753487390243336990568410321011289351433379788500164382881250330787957329,from the horse's mouth,None
idiom,51343523388880017386070990375960547976538502780444931324100518649649856904558,kiss ass,None
metaphor,53277758017062934448450965866620980140945705818150490955073615350241374385835,blanket of flowers,Partial Literal
simile,14704616199255550480414830510458232361226569838464898774374838391923515021182,as red as a tomato,Figurative
idiom,10241023355643889117263776680203651487684741052625330334365370330284221292553,have someone by the short and curlies,None
idiom,95109158231995953463192947787625096296135010097576116851412619566363976934002,save someone's skin,Figurative
simile,12731679801331859955819173909099058412379517903873994898499242455842637593163,as slow as a turtle,Partial Literal
simile,67771801958266705971607143201356901970854343859251510713615551697033363083968,as wild as an animal,Partial Literal
idiom,27102254744872367981586724467912008592287994470421625583276278415427021718032,cut loose,None
idiom,17371335835109305450309000847443391480337751353038172616258472026574891357355,fall in line,Figurative+Literal
idiom,92675857379218377633903159610992370273419077551790712187479987417338887389279,in your face,Partial Literal
simile,99531272400414843771178483798162642587860869916257435009051531234330541256880,as solid as a rock,Partial Literal
idiom,58754728599874907129804533049685977530472982711768953404452722136054650122800,pull out all the stops,None
simile,110981534980510527740352798526668430614821768231310383108124415945748814097797,as fresh as a daisy,Partial Literal
idiom,85359468609898304519127261527058913534521909717771911125545933693909852413681,go halves,None
idiom,95308148462476869663733120464572893085681990797310196074777466114779367680829,come with the territory,None
idiom,55390110398522874973298040126784231172852315707095650035914426116635822454544,hum and haw,None
simile,77076123647952014652727085576950441675665173843347413935105430453853856448589,as fast as a cheetah,Partial Literal
idiom,26215506813165578481766218636287773788525015906348496729539977567706732107024,banana republic,Partial Literal
simile,5517201215112541763997830463083557818184232755895451369416732932628261530394,as proud as a peacock,Partial Literal
idiom,92517307293361196495453280735692227969334695035716110305842658325076677066815,slow burn,None
idiom,74379664861945877497000010304425799697354281340229099894359663541282812497387,get the show on the road,Figurative
simile,63098321763722316433676192949601538223063300995573543265348705720283458896654,as brave as a lion,Figurative
simile,74844638942200781211564819326672578748791400800721582426631491261004909176781,as fresh as a daisy,Figurative
idiom,71498546476191825185424472480225570705778035454984006846220709731772641955406,fall off the back of a lorry,Literal
simile,77361232427764117496460168466116920307307565723417277295143980999960225653814,as sly as a fox,Partial Literal
idiom,28956780491324674121564783558541241923572141820034770957150695253371749138710,come up smelling of roses,Partial Literal
idiom,4978036821630779187414051532581458516303186065077377319301827170818658551691,jump down someone's throat,None
idiom,113232532663905442039353442537405378436991649127691238398788259237155503664890,sitting pretty,None
simile,27236038219907998365041778705385603743903104009395685288794756146427826936971,as brave as a lion,Partial Literal
simile,104105996459750420949116239092162472301432153678115287827255704488736547353486,as sharp as a razor,Partial Literal
idiom,44792635738095495424892065158059385854804172464523368469231178482575605481922,to a turn,None
idiom,61330611559832534202796994132908464360049212548944456314367941527660140305441,kiss of life,None
idiom,99172701968991920199918056873239812758104593348940337224991697607558396174840,steal someone's thunder,Literal
metaphor,74636444703563633781927935016589559256642230733963708071879587820747547844629,a lion on the battlefield,Figurative
idiom,39000189230158397786150003074528008208536106370338811463015625764738852917015,kiss of life,None
idiom,58134956895596932686102526694625198171611768786352679969348010884990330998799,draw a blank,None
idiom,110099127277787410197943388899215367482001497998691926246491681349161080019868,all over the shop,Figurative
simile,55335789232089196108016865485448239693739899345209747194955347334375243323575,as slow as a snail,Partial Literal
simile,95016790712147315331487551119060040867535550077711241321454866846738728930357,as wide as the sea,Figurative
simile,60340539363859533440003000972016661764511814538496699988773074657333205321008,as sharp as an arrow,Figurative
simile,25359350785274589824239149491084677078102506235357320411207772780174524438575,as bright as the sun,Figurative
idiom,58570293638488991360726948660249806249551423295250327384603241875231218135722,blaze a trail,Figurative
idiom,106197685513036279854131920953439382317864121432293281608154065955319373274916,keep tabs on,Figurative
simile,22212287968372692045121585047793620375924225345596655981439091500817200100743,as red as a tomato,Partial Literal
idiom,61569668953637405931185643480708342907969326189430274471663321686697727015508,chase rainbows,None
idiom,36155019902802475061754549874172470244244318671273175977908511153832852190226,every nook and cranny,None
idiom,101447899318155970614036848446678235975856955809228358189325112968110743247933,over the counter,No Category
idiom,15153309553420755177138890451783420229601447950786463537326436757639005423338,round the bend,Figurative
idiom,99987793609277396320252506950250398873285856703765599688586966932056225484684,take the gilt off the gingerbread,None
idiom,50288146343584146635299101024624421981837712543670375656334045627019725515167,make a move,Figurative
idiom,21011852818545215160911445818082452831933384466707183015955609394386273037858,see the light of day,None
idiom,67640804046026228904252306721367181443912604952885323719123065479152914352926,live in sin,None
metaphor,46549083972589135251167017599727698212912426855082456951998177707093554296309,she is a ray of sunshine,Partial Literal
idiom,87062235269916257570281480570188896050550195744036347423737468078197319489155,pound the pavement,Figurative+Literal
simile,54971076120395237208595613418675481430752540546964049401859575915274114528806,as pale as a ghost,Figurative
idiom,1943411281145202196385479760090922469652088966602623579671571990493972231689,hard as nails,None
idiom,56377013085683982053728323162675169085776749684306656509836326298270466140586,left and right,Figurative
idiom,63237472326739224351687200137137533808820176564715747132049743002321568565035,in your face,No Category
idiom,24940056563176228388698735403062403718499420047383912835235200947490433223826,toe the line,Literal
idiom,92811024962330575393774612890413112512040273430221905656509096260208018304698,true to form,None
idiom,29447018975666529914152947430360408062580407391867596972702526839712526190130,add fuel to the fire,Figurative
idiom,115290719056575779634338448399947268389660656214938243887567547106802539613601,put someone on a pedestal,Partial Literal
idiom,97359898457788872397445237011646135851637442149887271974705410519924802949715,throw someone to the wolves,None
simile,52084610976465907362591601575856907277046741125910224885729419600483135824401,as sharp as an arrow,Partial Literal
idiom,51080651559232206087425416167857985739705642482997892789966913902822542250608,save someone's skin,No Category
